BoardNumber	Depth	VDP	Board	Shift
4  0.122  45.9  C4  C
1  0.124  47.71  C1  C
2  0.124  47.72  C2  C
3  0.124  47.98  C3  C
4  0.124  45.7  C4  C
1  0.126  47.92  C1  C
2  0.126  47.58  C2  C
3  0.126  47.36  C3  C
4  0.126  45.57  C4  C
1  0.128  47.85  C1  C
2  0.128  47.3  C2  C
3  0.128  47.49  C3  C
4  0.128  45.63  C4  C
1  0.13  47.85  C1  C
2  0.13  47.3  C2  C
3  0.13  47.7  C3  C
4  0.13  45.63  C4  C
1  0.132  47.57  C1  C
2  0.132  47.44  C2  C
3  0.132  47.42  C3  C
4  0.132  45.7  C4  C
1  0.134  47.1  C1  C
2  0.134  46.54  C2  C
3  0.134  47.42  C3  C
4  0.134  45.31  C4  C
1  0.136  47.16  C1  C
2  0.136  46.54  C2  C
3  0.136  47.22  C3  C
4  0.136  45.31  C4  C
1  0.138  46.83  C1  C
2  0.138  46.75  C2  C
3  0.138  47.49  C3  C
4  0.138  44.85  C4  C
1  0.14  46.83  C1  C
2  0.14  46.27  C2  C
3  0.14  47.56  C3  C
4  0.14  45.31  C4  C
1  0.142  46.69  C1  C
2  0.142  46.34  C2  C
3  0.142  47.56  C3  C
4  0.142  45.05  C4  C
1  0.144  46.63  C1  C
2  0.144  46.75  C2  C
3  0.144  47.42  C3  C
4  0.144  44.98  C4  C
1  0.146  46.29  C1  C
2  0.146  46.54  C2  C
3  0.146  47.15  C3  C
4  0.146  45.24  C4  C
1  0.148  46.43  C1  C
2  0.148  46.68  C2  C
3  0.148  47.08  C3  C
4  0.148  44.72  C4  C
1  0.15  46.23  C1  C
2  0.15  46.68  C2  C
3  0.15  46.95  C3  C
4  0.15  44.85  C4  C
1  0.152  46.29  C1  C
2  0.152  46.68  C2  C
3  0.152  46.75  C3  C
4  0.152  44.85  C4  C
1  0.154  46.36  C1  C
2  0.154  46.47  C2  C
3  0.154  47.15  C3  C
4  0.154  44.98  C4  C
1  0.156  46.29  C1  C
2  0.156  46.34  C2  C
3  0.156  46.75  C3  C
4  0.156  44.27  C4  C
1  0.158  46.29  C1  C
2  0.158  46.27  C2  C
3  0.158  46.88  C3  C
4  0.158  44.59  C4  C
1  0.16  46.16  C1  C
2  0.16  46  C2  C
3  0.16  47.02  C3  C
4  0.16  44.66  C4  C
1  0.162  46.16  C1  C
2  0.162  46.13  C2  C
3  0.162  46.61  C3  C
4  0.162  44.47  C4  C
1  0.164  45.76  C1  C
2  0.164  46  C2  C
3  0.164  46.88  C3  C
4  0.164  44.47  C4  C
1  0.166  46.23  C1  C
2  0.166  46.2  C2  C
3  0.166  46.81  C3  C
4  0.166  44.59  C4  C
1  0.168  46.16  C1  C
2  0.168  45.87  C2  C
3  0.168  46.95  C3  C
4  0.168  44.47  C4  C
1  0.17  46.09  C1  C
2  0.17  45.8  C2  C
3  0.17  46.95  C3  C
4  0.17  44.02  C4  C
1  0.172  45.83  C1  C
2  0.172  46.2  C2  C
3  0.172  47.02  C3  C
4  0.172  44.27  C4  C
1  0.174  46.03  C1  C
2  0.174  45.87  C2  C
3  0.174  46.88  C3  C
4  0.174  44.27  C4  C
1  0.176  45.83  C1  C
2  0.176  45.6  C2  C
3  0.176  46.81  C3  C
4  0.176  44.27  C4  C
1  0.178  45.96  C1  C
2  0.178  46  C2  C
3  0.178  46.48  C3  C
4  0.178  43.83  C4  C
1  0.18  45.83  C1  C
2  0.18  45.6  C2  C
3  0.18  46.48  C3  C
4  0.18  44.21  C4  C
1  0.182  45.57  C1  C
2  0.182  45.26  C2  C
3  0.182  46.21  C3  C
4  0.182  44.02  C4  C
1  0.184  45.37  C1  C
2  0.184  45.2  C2  C
3  0.184  46.41  C3  C
4  0.184  44.15  C4  C
1  0.186  45.44  C1  C
2  0.186  45.4  C2  C
3  0.186  46.34  C3  C
4  0.186  44.15  C4  C
1  0.188  45.44  C1  C
2  0.188  45.26  C2  C
3  0.188  46.21  C3  C
4  0.188  44.34  C4  C
1  0.19  45.37  C1  C
2  0.19  45.33  C2  C
3  0.19  46.14  C3  C
4  0.19  43.96  C4  C
1  0.192  45.11  C1  C
2  0.192  45.66  C2  C
3  0.192  46.28  C3  C
4  0.192  44.34  C4  C
1  0.194  45.31  C1  C
2  0.194  45.33  C2  C
3  0.194  45.94  C3  C
4  0.194  44.4  C4  C
1  0.196  45.44  C1  C
2  0.196  45.6  C2  C
3  0.196  45.94  C3  C
4  0.196  44.15  C4  C
1  0.198  45.18  C1  C
2  0.198  45.53  C2  C
3  0.198  45.88  C3  C
4  0.198  44.27  C4  C
1  0.2  45.24  C1  C
2  0.2  45.53  C2  C
3  0.2  45.81  C3  C
4  0.2  44.21  C4  C
1  0.202  45.31  C1  C
2  0.202  45.46  C2  C
3  0.202  46.21  C3  C
4  0.202  44.34  C4  C
1  0.204  45.31  C1  C
2  0.204  45.26  C2  C
3  0.204  46.08  C3  C
4  0.204  44.27  C4  C
1  0.206  45.44  C1  C
2  0.206  45.4  C2  C
3  0.206  46.14  C3  C
4  0.206  43.96  C4  C
1  0.208  45.18  C1  C
2  0.208  45.4  C2  C
3  0.208  45.94  C3  C
4  0.208  44.15  C4  C
1  0.21  44.92  C1  C
2  0.21  45.4  C2  C
3  0.21  46.01  C3  C
4  0.21  43.83  C4  C
1  0.212  44.85  C1  C
2  0.212  45.46  C2  C
3  0.212  45.68  C3  C
4  0.212  43.83  C4  C
1  0.214  44.79  C1  C
2  0.214  45.13  C2  C
3  0.214  45.48  C3  C
4  0.214  43.83  C4  C
1  0.216  44.85  C1  C
2  0.216  45.33  C2  C
3  0.216  45.55  C3  C
4  0.216  43.7  C4  C
1  0.218  44.73  C1  C
2  0.218  45.33  C2  C
3  0.218  45.61  C3  C
4  0.218  43.83  C4  C
1  0.22  44.6  C1  C
2  0.22  45  C2  C
3  0.22  45.35  C3  C
4  0.22  44.27  C4  C
1  0.222  44.79  C1  C
2  0.222  45  C2  C
3  0.222  45.29  C3  C
4  0.222  44.15  C4  C
1  0.224  44.66  C1  C
2  0.224  45.33  C2  C
3  0.224  45.61  C3  C
4  0.224  43.96  C4  C
1  0.226  44.79  C1  C
2  0.226  45.2  C2  C
3  0.226  45.42  C3  C
4  0.226  44.08  C4  C
1  0.228  44.28  C1  C
2  0.228  45.26  C2  C
3  0.228  45.75  C3  C
4  0.228  44.08  C4  C
1  0.23  44.53  C1  C
2  0.23  45.07  C2  C
3  0.23  45.75  C3  C
4  0.23  44.02  C4  C
1  0.232  44.41  C1  C
2  0.232  45.73  C2  C
3  0.232  45.88  C3  C
4  0.232  43.96  C4  C
1  0.234  44.6  C1  C
2  0.234  45.6  C2  C
3  0.234  45.75  C3  C
4  0.234  44.4  C4  C
1  0.236  44.53  C1  C
2  0.236  45.4  C2  C
3  0.236  45.42  C3  C
4  0.236  44.15  C4  C
1  0.238  44.6  C1  C
2  0.238  45.13  C2  C
3  0.238  45.68  C3  C
4  0.238  43.96  C4  C
1  0.24  44.79  C1  C
2  0.24  45.2  C2  C
3  0.24  45.48  C3  C
4  0.24  44.21  C4  C
1  0.242  44.73  C1  C
2  0.242  45.33  C2  C
3  0.242  45.16  C3  C
4  0.242  43.96  C4  C
1  0.244  44.66  C1  C
2  0.244  45.66  C2  C
3  0.244  45.29  C3  C
4  0.244  44.15  C4  C
1  0.246  44.41  C1  C
2  0.246  45.53  C2  C
3  0.246  45.55  C3  C
4  0.246  44.21  C4  C
1  0.248  44.53  C1  C
2  0.248  45.13  C2  C
3  0.248  45.61  C3  C
4  0.248  44.47  C4  C
1  0.25  44.28  C1  C
2  0.25  45.13  C2  C
3  0.25  45.48  C3  C
4  0.25  44.27  C4  C
1  0.252  43.96  C1  C
2  0.252  45.2  C2  C
3  0.252  45.16  C3  C
4  0.252  44.27  C4  C
1  0.254  44.34  C1  C
2  0.254  45.4  C2  C
3  0.254  45.03  C3  C
4  0.254  44.4  C4  C
1  0.256  44.41  C1  C
2  0.256  45.26  C2  C
3  0.256  45.16  C3  C
4  0.256  44.4  C4  C
1  0.258  44.22  C1  C
2  0.258  45.13  C2  C
3  0.258  44.83  C3  C
4  0.258  44.79  C4  C
1  0.26  44.15  C1  C
2  0.26  45.13  C2  C
3  0.26  44.9  C3  C
4  0.26  44.47  C4  C
1  0.262  44.22  C1  C
2  0.262  45.2  C2  C
3  0.262  45.22  C3  C
4  0.262  44.34  C4  C
1  0.264  43.71  C1  C
2  0.264  45.26  C2  C
3  0.264  44.83  C3  C
4  0.264  44.59  C4  C
1  0.266  43.96  C1  C
2  0.266  45.2  C2  C
3  0.266  44.96  C3  C
4  0.266  44.66  C4  C
1  0.268  44.15  C1  C
2  0.268  45.07  C2  C
3  0.268  45.03  C3  C
4  0.268  44.66  C4  C
1  0.27  44.09  C1  C
2  0.27  45.26  C2  C
3  0.27  45.09  C3  C
4  0.27  44.79  C4  C
1  0.272  43.96  C1  C
2  0.272  45.46  C2  C
3  0.272  45.35  C3  C
4  0.272  44.66  C4  C
1  0.274  44.03  C1  C
2  0.274  45.13  C2  C
3  0.274  45.29  C3  C
4  0.274  44.79  C4  C
1  0.276  43.96  C1  C
2  0.276  45.33  C2  C
3  0.276  45.16  C3  C
4  0.276  44.59  C4  C
1  0.278  44.15  C1  C
2  0.278  45.2  C2  C
3  0.278  44.9  C3  C
4  0.278  44.59  C4  C
1  0.28  44.09  C1  C
2  0.28  45.46  C2  C
3  0.28  45.29  C3  C
4  0.28  44.53  C4  C
1  0.282  44.09  C1  C
2  0.282  45.33  C2  C
3  0.282  44.96  C3  C
4  0.282  44.79  C4  C
1  0.284  44.34  C1  C
2  0.284  45.26  C2  C
3  0.284  45.22  C3  C
4  0.284  44.79  C4  C
1  0.286  44.22  C1  C
2  0.286  45.4  C2  C
3  0.286  44.83  C3  C
4  0.286  44.4  C4  C
1  0.288  43.71  C1  C
2  0.288  45.33  C2  C
3  0.288  44.9  C3  C
4  0.288  44.27  C4  C
1  0.29  44.09  C1  C
2  0.29  45.07  C2  C
3  0.29  45.16  C3  C
4  0.29  44.34  C4  C
1  0.292  44.03  C1  C
2  0.292  45  C2  C
3  0.292  45.16  C3  C
4  0.292  44.47  C4  C
1  0.294  43.96  C1  C
2  0.294  45.2  C2  C
3  0.294  44.77  C3  C
4  0.294  44.66  C4  C
1  0.296  43.65  C1  C
2  0.296  44.93  C2  C
3  0.296  45.42  C3  C
4  0.296  44.66  C4  C
1  0.298  43.78  C1  C
2  0.298  45  C2  C
3  0.298  45.22  C3  C
4  0.298  44.79  C4  C
1  0.3  43.71  C1  C
2  0.3  44.74  C2  C
3  0.3  45.22  C3  C
4  0.3  44.66  C4  C
1  0.302  43.71  C1  C
2  0.302  45.13  C2  C
3  0.302  44.83  C3  C
4  0.302  44.92  C4  C
1  0.304  43.78  C1  C
2  0.304  45.26  C2  C
3  0.304  45.42  C3  C
4  0.304  44.79  C4  C
1  0.306  43.71  C1  C
2  0.306  45.33  C2  C
3  0.306  45.29  C3  C
4  0.306  45.18  C4  C
1  0.308  44.28  C1  C
2  0.308  45.13  C2  C
3  0.308  45.09  C3  C
4  0.308  44.85  C4  C
1  0.31  44.15  C1  C
2  0.31  45.13  C2  C
3  0.31  45.48  C3  C
4  0.31  45.18  C4  C
1  0.312  44.03  C1  C
2  0.312  45.4  C2  C
3  0.312  45.48  C3  C
4  0.312  44.53  C4  C
1  0.314  44.03  C1  C
2  0.314  45.26  C2  C
3  0.314  45.68  C3  C
4  0.314  44.53  C4  C
1  0.316  43.96  C1  C
2  0.316  45.73  C2  C
3  0.316  45.88  C3  C
4  0.316  44.66  C4  C
1  0.318  43.21  C1  C
2  0.318  45.93  C2  C
3  0.318  45.55  C3  C
4  0.318  44.79  C4  C
1  0.32  43.59  C1  C
2  0.32  45.93  C2  C
3  0.32  45.16  C3  C
4  0.32  44.27  C4  C
1  0.322  43.52  C1  C
2  0.322  46  C2  C
3  0.322  45.61  C3  C
4  0.322  44.85  C4  C
1  0.324  43.84  C1  C
2  0.324  45.8  C2  C
3  0.324  45.29  C3  C
4  0.324  44.85  C4  C
1  0.326  44.15  C1  C
2  0.326  45.73  C2  C
3  0.326  44.9  C3  C
4  0.326  44.79  C4  C
1  0.328  44.15  C1  C
2  0.328  45.8  C2  C
3  0.328  45.35  C3  C
4  0.328  44.92  C4  C
1  0.33  44.03  C1  C
2  0.33  45.87  C2  C
3  0.33  45.61  C3  C
4  0.33  44.79  C4  C
1  0.332  44.22  C1  C
2  0.332  45.6  C2  C
3  0.332  44.77  C3  C
4  0.332  44.85  C4  C
1  0.334  43.71  C1  C
2  0.334  44.87  C2  C
3  0.334  44.96  C3  C
4  0.334  44.85  C4  C
1  0.336  43.65  C1  C
2  0.336  45.26  C2  C
3  0.336  45.42  C3  C
4  0.336  44.79  C4  C
1  0.338  43.59  C1  C
2  0.338  45.66  C2  C
3  0.338  45.48  C3  C
4  0.338  44.53  C4  C
1  0.34  43.78  C1  C
2  0.34  45.33  C2  C
3  0.34  45.42  C3  C
4  0.34  44.79  C4  C
1  0.342  43.96  C1  C
2  0.342  45.33  C2  C
3  0.342  45.55  C3  C
4  0.342  44.59  C4  C
1  0.344  43.9  C1  C
2  0.344  45.26  C2  C
3  0.344  45.09  C3  C
4  0.344  44.47  C4  C
1  0.346  44.03  C1  C
2  0.346  44.93  C2  C
3  0.346  45.16  C3  C
4  0.346  44.66  C4  C
1  0.348  44.15  C1  C
2  0.348  45.26  C2  C
3  0.348  45.16  C3  C
4  0.348  44.53  C4  C
1  0.35  44.09  C1  C
2  0.35  45.4  C2  C
3  0.35  45.29  C3  C
4  0.35  44.66  C4  C
1  0.352  44.15  C1  C
2  0.352  45.07  C2  C
3  0.352  45.03  C3  C
4  0.352  44.4  C4  C
1  0.354  44.22  C1  C
2  0.354  45.2  C2  C
3  0.354  45.03  C3  C
4  0.354  44.34  C4  C
1  0.356  44.15  C1  C
2  0.356  45.53  C2  C
3  0.356  45.22  C3  C
4  0.356  44.59  C4  C
1  0.358  44.34  C1  C
2  0.358  45.46  C2  C
3  0.358  45.42  C3  C
4  0.358  44.27  C4  C
1  0.36  44.03  C1  C
2  0.36  45.73  C2  C
3  0.36  45.22  C3  C
4  0.36  44.4  C4  C
1  0.362  43.96  C1  C
2  0.362  45.46  C2  C
3  0.362  45.16  C3  C
4  0.362  44.27  C4  C
1  0.364  44.15  C1  C
2  0.364  45.33  C2  C
3  0.364  45.35  C3  C
4  0.364  44.47  C4  C
1  0.366  44.03  C1  C
2  0.366  45.26  C2  C
3  0.366  45.35  C3  C
4  0.366  44.47  C4  C
1  0.368  44.28  C1  C
2  0.368  45.53  C2  C
3  0.368  45.68  C3  C
4  0.368  44.53  C4  C
1  0.37  44.28  C1  C
2  0.37  45.4  C2  C
3  0.37  45.22  C3  C
4  0.37  44.53  C4  C
1  0.372  44.22  C1  C
2  0.372  45.33  C2  C
3  0.372  45.68  C3  C
4  0.372  44.4  C4  C
1  0.374  44.22  C1  C
2  0.374  45.46  C2  C
3  0.374  45.55  C3  C
4  0.374  44.34  C4  C
1  0.376  44.34  C1  C
2  0.376  45.46  C2  C
3  0.376  45.16  C3  C
4  0.376  44.15  C4  C
1  0.378  44.6  C1  C
2  0.378  45.26  C2  C
3  0.378  45.22  C3  C
4  0.378  44.08  C4  C
1  0.38  44.15  C1  C
2  0.38  45.33  C2  C
3  0.38  45.29  C3  C
4  0.38  44.4  C4  C
1  0.382  44.15  C1  C
2  0.382  45.26  C2  C
3  0.382  45.35  C3  C
4  0.382  44.66  C4  C
1  0.384  44.34  C1  C
2  0.384  45.46  C2  C
3  0.384  44.9  C3  C
4  0.384  44.34  C4  C
1  0.386  44.41  C1  C
2  0.386  45.6  C2  C
3  0.386  45.16  C3  C
4  0.386  44.47  C4  C
1  0.388  44.6  C1  C
2  0.388  45.4  C2  C
3  0.388  45.29  C3  C
4  0.388  44.02  C4  C
1  0.39  44.79  C1  C
2  0.39  45.66  C2  C
3  0.39  45.61  C3  C
4  0.39  44.27  C4  C
1  0.392  44.47  C1  C
2  0.392  45.6  C2  C
3  0.392  45.35  C3  C
4  0.392  44.53  C4  C
1  0.394  44.47  C1  C
2  0.394  45.46  C2  C
3  0.394  45.55  C3  C
4  0.394  44.34  C4  C
1  0.396  44.92  C1  C
2  0.396  45.46  C2  C
3  0.396  45.55  C3  C
4  0.396  44.4  C4  C
1  0.398  44.73  C1  C
2  0.398  45.33  C2  C
3  0.398  45.48  C3  C
4  0.398  44.34  C4  C
1  0.4  44.73  C1  C
2  0.4  45.26  C2  C
3  0.4  45.55  C3  C
4  0.4  44.15  C4  C
1  0.402  45.05  C1  C
2  0.402  45.33  C2  C
3  0.402  45.88  C3  C
4  0.402  44.4  C4  C
1  0.404  45.31  C1  C
2  0.404  45.53  C2  C
3  0.404  45.42  C3  C
4  0.404  44.34  C4  C
1  0.406  45.11  C1  C
2  0.406  45.6  C2  C
3  0.406  45.42  C3  C
4  0.406  44.4  C4  C
1  0.408  45.24  C1  C
2  0.408  45.26  C2  C
3  0.408  45.75  C3  C
4  0.408  44.15  C4  C
1  0.41  45.11  C1  C
2  0.41  45.6  C2  C
3  0.41  45.75  C3  C
4  0.41  44.34  C4  C
1  0.412  45.44  C1  C
2  0.412  45.4  C2  C
3  0.412  45.88  C3  C
4  0.412  44.53  C4  C
1  0.414  45.44  C1  C
2  0.414  45.6  C2  C
3  0.414  45.75  C3  C
4  0.414  44.21  C4  C
1  0.416  45.5  C1  C
2  0.416  45.53  C2  C
3  0.416  45.68  C3  C
4  0.416  44.47  C4  C
1  0.418  45.37  C1  C
2  0.418  45.53  C2  C
3  0.418  45.81  C3  C
4  0.418  44.4  C4  C
1  0.42  45.57  C1  C
2  0.42  45.33  C2  C
3  0.42  45.94  C3  C
4  0.42  44.59  C4  C
1  0.422  45.57  C1  C
2  0.422  45  C2  C
3  0.422  45.68  C3  C
4  0.422  44.59  C4  C
1  0.424  45.5  C1  C
2  0.424  45.4  C2  C
3  0.424  45.81  C3  C
4  0.424  44.66  C4  C
1  0.426  45.76  C1  C
2  0.426  45.26  C2  C
3  0.426  45.88  C3  C
4  0.426  44.47  C4  C
1  0.428  45.9  C1  C
2  0.428  45.53  C2  C
3  0.428  46.14  C3  C
4  0.428  44.47  C4  C
1  0.43  45.76  C1  C
2  0.43  45.53  C2  C
3  0.43  46.08  C3  C
4  0.43  44.47  C4  C
1  0.432  45.7  C1  C
2  0.432  46  C2  C
3  0.432  46.01  C3  C
4  0.432  44.47  C4  C
1  0.434  45.96  C1  C
2  0.434  45.8  C2  C
3  0.434  46.01  C3  C
4  0.434  44.47  C4  C
1  0.436  45.7  C1  C
2  0.436  45.8  C2  C
3  0.436  45.68  C3  C
4  0.436  44.15  C4  C
1  0.438  45.57  C1  C
2  0.438  46  C2  C
3  0.438  46.01  C3  C
4  0.438  44.34  C4  C
1  0.44  45.57  C1  C
2  0.44  45.93  C2  C
3  0.44  45.94  C3  C
4  0.44  44.08  C4  C
1  0.442  45.63  C1  C
2  0.442  46  C2  C
3  0.442  46.08  C3  C
4  0.442  44.15  C4  C
1  0.444  45.57  C1  C
2  0.444  45.66  C2  C
3  0.444  46.08  C3  C
4  0.444  43.89  C4  C
1  0.446  45.44  C1  C
2  0.446  45.93  C2  C
3  0.446  45.88  C3  C
4  0.446  44.08  C4  C
1  0.448  45.7  C1  C
2  0.448  45.73  C2  C
3  0.448  46.08  C3  C
4  0.448  44.27  C4  C
1  0.45  45.57  C1  C
2  0.45  46  C2  C
3  0.45  46.01  C3  C
4  0.45  43.83  C4  C
1  0.452  45.5  C1  C
2  0.452  45.87  C2  C
3  0.452  45.94  C3  C
4  0.452  43.77  C4  C
1  0.454  45.76  C1  C
2  0.454  46.41  C2  C
3  0.454  46.34  C3  C
4  0.454  44.08  C4  C
1  0.456  45.7  C1  C
2  0.456  46.27  C2  C
3  0.456  45.88  C3  C
4  0.456  43.96  C4  C
1  0.458  45.63  C1  C
2  0.458  46  C2  C
3  0.458  46.01  C3  C
4  0.458  43.96  C4  C
1  0.46  45.63  C1  C
2  0.46  46.27  C2  C
3  0.46  46.41  C3  C
4  0.46  43.83  C4  C
1  0.462  45.9  C1  C
2  0.462  46.47  C2  C
3  0.462  46.28  C3  C
4  0.462  44.08  C4  C
1  0.464  45.96  C1  C
2  0.464  46.41  C2  C
3  0.464  46.41  C3  C
4  0.464  44.34  C4  C
1  0.466  46.09  C1  C
2  0.466  46.47  C2  C
3  0.466  46.28  C3  C
4  0.466  44.27  C4  C
1  0.468  46.23  C1  C
2  0.468  46.54  C2  C
3  0.468  46.41  C3  C
4  0.468  44.47  C4  C
1  0.47  46.23  C1  C
2  0.47  46.61  C2  C
3  0.47  46.68  C3  C
4  0.47  44.47  C4  C
1  0.472  46.36  C1  C
2  0.472  46.68  C2  C
3  0.472  46.61  C3  C
4  0.472  44.4  C4  C
1  0.474  45.96  C1  C
2  0.474  46.61  C2  C
3  0.474  46.68  C3  C
4  0.474  44.79  C4  C
1  0.476  46.63  C1  C
2  0.476  46.89  C2  C
3  0.476  46.75  C3  C
4  0.476  44.47  C4  C
1  0.478  46.56  C1  C
2  0.478  46.89  C2  C
3  0.478  46.95  C3  C
4  0.478  44.85  C4  C
1  0.48  46.29  C1  C
2  0.48  46.75  C2  C
3  0.48  47.22  C3  C
4  0.48  45.05  C4  C
1  0.482  46.36  C1  C
2  0.482  46.89  C2  C
3  0.482  46.88  C3  C
4  0.482  44.79  C4  C
1  0.484  46.43  C1  C
2  0.484  46.75  C2  C
3  0.484  47.08  C3  C
4  0.484  44.72  C4  C
1  0.486  46.63  C1  C
2  0.486  47.02  C2  C
3  0.486  46.95  C3  C
4  0.486  44.66  C4  C
1  0.488  46.56  C1  C
2  0.488  47.51  C2  C
3  0.488  47.49  C3  C
4  0.488  44.66  C4  C
1  0.49  46.49  C1  C
2  0.49  47.93  C2  C
3  0.49  47.29  C3  C
4  0.49  44.92  C4  C
1  0.492  47.3  C1  C
2  0.492  47.44  C2  C
3  0.492  48.04  C3  C
4  0.492  45.05  C4  C
1  0.494  46.56  C1  C
2  0.494  47.58  C2  C
3  0.494  48.25  C3  C
4  0.494  45.24  C4  C
1  0.496  46.49  C1  C
2  0.496  47.44  C2  C
3  0.496  48.18  C3  C
4  0.496  45.05  C4  C
1  0.498  46.83  C1  C
2  0.498  47.44  C2  C
3  0.498  48.11  C3  C
4  0.498  45.05  C4  C
1  0.5  46.49  C1  C
2  0.5  47.44  C2  C
3  0.5  48.25  C3  C
4  0.5  44.98  C4  C
1  0.502  46.69  C1  C
2  0.502  47.65  C2  C
3  0.502  47.91  C3  C
4  0.502  45.24  C4  C
1  0.504  46.89  C1  C
2  0.504  47.58  C2  C
3  0.504  47.7  C3  C
4  0.504  45.5  C4  C
1  0.506  47.44  C1  C
2  0.506  47.44  C2  C
3  0.506  47.56  C3  C
4  0.506  45.96  C4  C
1  0.508  47.71  C1  C
2  0.508  47.79  C2  C
3  0.508  47.49  C3  C
4  0.508  46.03  C4  C
1  0.51  47.71  C1  C
2  0.51  47.51  C2  C
3  0.51  47.63  C3  C
4  0.51  46.63  C4  C
1  0.512  47.85  C1  C
2  0.512  47.37  C2  C
3  0.512  47.42  C3  C
4  0.512  46.3  C4  C
1  0.514  48.19  C1  C
2  0.514  47.44  C2  C
3  0.514  47.49  C3  C
4  0.514  46.5  C4  C
1  0.516  48.82  C1  C
2  0.516  47.65  C2  C
3  0.516  47.63  C3  C
4  0.516  46.36  C4  C
1  0.518  49.17  C1  C
2  0.518  47.72  C2  C
3  0.518  47.7  C3  C
4  0.518  46.36  C4  C
1  0.52  49.46  C1  C
2  0.52  47.65  C2  C
3  0.52  47.98  C3  C
4  0.52  46.43  C4  C
1  0.522  49.25  C1  C
2  0.522  48  C2  C
3  0.522  48.25  C3  C
4  0.522  46.36  C4  C
1  0.524  48.89  C1  C
2  0.524  48.14  C2  C
3  0.524  48.04  C3  C
4  0.524  46.43  C4  C
1  0.526  48.82  C1  C
2  0.526  48.21  C2  C
3  0.526  48.6  C3  C
4  0.526  46.3  C4  C
1  0.528  48.33  C1  C
2  0.528  47.86  C2  C
3  0.528  48.32  C3  C
4  0.528  46.16  C4  C
1  0.53  48.89  C1  C
2  0.53  47.72  C2  C
3  0.53  48.67  C3  C
4  0.53  46.1  C4  C
1  0.532  48.68  C1  C
2  0.532  47.72  C2  C
3  0.532  48.53  C3  C
4  0.532  46.5  C4  C
1  0.534  49.03  C1  C
2  0.534  48.14  C2  C
3  0.534  48.53  C3  C
4  0.534  46.43  C4  C
1  0.536  48.96  C1  C
2  0.536  48.35  C2  C
3  0.536  48.89  C3  C
4  0.536  46.57  C4  C
1  0.538  49.17  C1  C
2  0.538  47.86  C2  C
3  0.538  49.03  C3  C
4  0.538  46.57  C4  C
1  0.54  49.39  C1  C
2  0.54  48.5  C2  C
3  0.54  49.38  C3  C
4  0.54  46.63  C4  C
1  0.542  49.32  C1  C
2  0.542  47.93  C2  C
3  0.542  49.03  C3  C
4  0.542  47.04  C4  C
1  0.544  49.32  C1  C
2  0.544  48.28  C2  C
3  0.544  49.31  C3  C
4  0.544  46.7  C4  C
1  0.546  49.67  C1  C
2  0.546  48.43  C2  C
3  0.546  49.53  C3  C
4  0.546  47.11  C4  C
1  0.548  49.6  C1  C
2  0.548  48.35  C2  C
3  0.548  49.74  C3  C
4  0.548  47.18  C4  C
1  0.55  49.67  C1  C
2  0.55  48.93  C2  C
3  0.55  49.96  C3  C
4  0.55  47.24  C4  C
1  0.552  50.11  C1  C
2  0.552  48.86  C2  C
3  0.552  49.96  C3  C
4  0.552  47.24  C4  C
1  0.554  49.67  C1  C
2  0.554  49  C2  C
3  0.554  49.89  C3  C
4  0.554  47.59  C4  C
1  0.556  50.4  C1  C
2  0.556  49  C2  C
3  0.556  50.32  C3  C
4  0.556  47.18  C4  C
1  0.558  50.32  C1  C
2  0.558  49.36  C2  C
3  0.558  50.47  C3  C
4  0.558  47.59  C4  C
1  0.56  50.25  C1  C
2  0.56  49.8  C2  C
3  0.56  50.47  C3  C
4  0.56  47.38  C4  C
1  0.562  50.69  C1  C
2  0.562  49.65  C2  C
3  0.562  50.62  C3  C
4  0.562  47.31  C4  C
1  0.564  50.47  C1  C
2  0.564  49.73  C2  C
3  0.564  50.69  C3  C
4  0.564  47.45  C4  C
1  0.566  50.62  C1  C
2  0.566  50.24  C2  C
3  0.566  50.69  C3  C
4  0.566  47.45  C4  C
1  0.568  50.76  C1  C
2  0.568  50.39  C2  C
3  0.568  50.69  C3  C
4  0.568  47.31  C4  C
1  0.57  50.84  C1  C
2  0.57  50.84  C2  C
3  0.57  51.21  C3  C
4  0.57  47.72  C4  C
1  0.572  50.99  C1  C
2  0.572  50.62  C2  C
3  0.572  51.21  C3  C
4  0.572  47.93  C4  C
1  0.574  51.06  C1  C
2  0.574  50.99  C2  C
3  0.574  51.51  C3  C
4  0.574  48.14  C4  C
1  0.576  51.51  C1  C
2  0.576  51.07  C2  C
3  0.576  51.96  C3  C
4  0.576  48.35  C4  C
1  0.578  51.13  C1  C
2  0.578  51.45  C2  C
3  0.578  51.73  C3  C
4  0.578  48.77  C4  C
1  0.58  51.36  C1  C
2  0.58  51.15  C2  C
3  0.58  52.27  C3  C
4  0.58  48.35  C4  C
1  0.582  51.51  C1  C
2  0.582  51.45  C2  C
3  0.582  52.19  C3  C
4  0.582  49.13  C4  C
1  0.584  51.88  C1  C
2  0.584  51.45  C2  C
3  0.584  52.34  C3  C
4  0.584  48.91  C4  C
1  0.586  51.88  C1  C
2  0.586  51.76  C2  C
3  0.586  52.8  C3  C
4  0.586  49.13  C4  C
1  0.588  52.26  C1  C
2  0.588  51.91  C2  C
3  0.588  52.8  C3  C
4  0.588  49.77  C4  C
1  0.59  52.34  C1  C
